"","y","x"
"230",344.860461005642,235
"231",350.77877774666,236
"232",356.321978784806,237
"233",362.003221943394,238
"234",367.706407509468,239
"235",373.799985335371,240
"236",380.218409264172,241
"237",386.840344654054,242
"238",393.544456863205,243
"239",400.209411249809,244
"240",406.713873172051,245
"241",413.05321579797,246
"242",420.809852941943,247
"243",428.315323516598,248
"244",434.793472012702,249
"245",441.771747752463,250
"246",449.164855492043,251
"247",456.880664831623,252
"248",464.827045371379,253
"249",472.911866711491,254
"250",481.042998452138,255
"251",489.128310193498,256
"252",497.075671535749,257
"253",504.792952079071,258
"254",512.188021423643,259
"255",519.168749169642,260
"256",525.643004917248,261
"257",531.518658266638,262
"258",536.703578817993,263
"259",541.10563617149,264
"260",544.681399867775,265
"261",548.041116057736,266
"262",551.370447974982,267
"263",554.638912572402,268
"264",557.816026802881,269
"265",560.871307619308,270
"266",563.774271974569,271
"267",566.494436821552,272
"268",569.001319113142,273
"269",571.264435802228,274
"270",573.253303841696,275
"271",574.937440184433,276
"272",576.286361783327,277
"273",577.269585591264,278
"274",577.856628561132,279
"275",578.017007645817,280
"276",577.720239798207,281
"277",576.930627755351,282
"278",575.647804585073,283
"279",573.914586401365,284
"280",571.774511905225,285
"281",569.271119797656,286
"282",566.447948779658,287
"283",563.348537552231,288
"284",560.016424816376,289
"285",556.495149273094,290
"286",552.828249623385,291
"287",549.05926456825,292
"288",545.23173280869,293
"289",541.389193045705,294
"290",537.575183980295,295
"291",533.833244313462,296
"292",529.968567397533,297
"293",525.159190980378,298
"294",519.449014057173,299
"295",512.971969502484,300
"296",505.861990190878,301
"297",498.253008996922,302
"298",490.278958795182,303
"299",482.073772460225,304
"300",473.771382866617,305
"301",465.505722888925,306
"302",457.410725401717,307
"303",449.620323279557,308
"304",442.268449397014,309
"305",435.489036628654,310
"306",429.416017849044,311
"307",424.040506363442,312
"308",418.41368317046,313
"309",412.386329041413,314
"310",406.02007337573,315
"311",399.376545572839,316
"312",392.517375032168,317
"313",385.504191153146,318
"314",378.398623335199,319
"315",371.262300977758,320
"316",364.156853480249,321
"317",357.143910242102,322
"318",350.285100662744,323
"319",343.642054141603,324
"320",337.276400078108,325
"321",331.249767871687,326
"322",325.623786921768,327
"323",320.46008662778,328
"324",315.820296389149,329
"325",311.766045605306,330
"326",308.358963675677,331
"327",305.48197311638,332
"328",302.665707770224,333
"329",299.889979354664,334
"330",297.164581386732,335
"331",294.499307383459,336
"332",291.903950861879,337
"333",289.388305339022,338
"334",286.962164331922,339
"335",284.63532135761,340
"336",282.417569933119,341
"337",280.31870357548,342
"338",278.348515801727,343
"339",276.51680012889,344
"340",274.833350074002,345
"341",273.307959154096,346
"342",271.906067090007,347
"343",270.585161667092,348
"344",269.347168124388,349
"345",268.19402230362,350
"346",267.127660046509,351
"347",266.150017194779,352
"348",265.263029590153,353
"349",264.468633074353,354
"350",263.768763489102,355
"351",263.165356676123,356
"352",262.66034847714,357
"353",262.255674733874,358
"354",261.95327128805,359
"355",261.755073981389,360
"356",261.663018655615,361
"357",261.67904115245,362
"358",261.805077313618,363
"359",262.043062980841,364
"360",262.394933995842,365
"361",262.862626200344,366
"362",263.448075436071,367
"363",264.153217544744,368
"364",264.979988368087,369
"365",265.930323747823,370
"366",267.006159525674,371
"367",268.209431543364,372
"368",269.542075642615,373
"369",271.00602766515,374
"370",272.603223452692,375
"371",274.335598846964,376
"372",276.20508968969,377
"373",278.213631822591,378
"374",280.36316108739,379
"375",282.662820316755,380
"376",285.124153140544,381
"377",287.738965811715,382
"378",290.498482615624,383
"379",293.393927837631,384
"380",296.416525763094,385
"381",299.55750067737,386
"382",302.808076865819,387
"383",306.159478613798,388
"384",309.602930206665,389
